izip_2016,presvote16post_2016,ft_black_2016,ft_white_2016,ft_hisp_2016,ft_asian_2016,ft_muslim_2016,ft_jew_2016,ft_christ_2016,ft_fem_2016,ft_immig_2016,ft_blm_2016,ft_wallst_2016,ft_gays_2016,ft_unions_2016,ft_police_2016,ft_altright_2016,accurately_counted2_2016,alcohol_2016,smoke100_2016,pid7_2016,ideo5_2016,pew_religimp_2016,starttime_2016,endtime_2016
90254,Hillary Clinton,88,76,87,82,95,88,84,97,64,88,8,80,37,100,8,Very confident,Yes,No,Strong Democrat,Moderate,Not too important,09dec2016 22:04:59,09dec2016 22:39:26
90291,Hillary Clinton,94,89,92,91,91,93,91,93,93,81,26,92,90,93,0,Somewhat confident,Yes,Yes,Strong Democrat,Liberal,Not too important,02dec2016 16:33:10,02dec2016 17:09:51
50063,Gary Johnson,51,69,50,50,5,70,95,40,40,3,40,25,15,70,41,Not too confident,Yes,No,Not very strong Republican,Very conservative,Very important,13dec2016 13:36:28,13dec2016 14:01:09
28409,Hillary Clinton,81,75,80,91,80,100,46,80,70,50,41,96,40,70,1,Somewhat confident,Yes,No,Strong Democrat,Liberal,Not too important,10dec2016 14:34:45,10dec2016 14:51:19
54656,Donald Trump,78,80,54,53,5,99,100,19,45,20,69,3,58,99,43,Somewhat confident,Yes,No,Not very strong Republican,Conservative,Very important,12dec2016 14:23:14,12dec2016 14:46:06
11432,Jill Stein,92,87,96,95,91,94,83,81,89,98,8,96,76,51,1,Not at all confident,Yes,No,Lean Democrat,Liberal,Not at all important,04dec2016 18:08:15,04dec2016 19:12:46
85028,Donald Trump,90,86,88,90,52,81,72,12,79,4,52,49,22,99,51,Very confident,No,No,Strong Republican,Conservative,Not too important,09dec2016 12:34:54,09dec2016 12:52:04
94086,Hillary Clinton,100,91,100,98,72,95,91,58,90,13,20,95,49,50,2,Not too confident,Yes,No,Not very strong Democrat,Liberal,Somewhat important,08dec2016 14:12:06,08dec2016 14:26:17
10573,Hillary Clinton,90,50,80,90,50,50,46,100,50,90,30,90,75,70,0,Somewhat confident,No,No,Strong Democrat,Liberal,Not at all important,03dec2016 08:17:12,03dec2016 08:43:12
29420,Hillary Clinton,50,50,54,53,53,52,48,99,51,81,49,50,72,50,6,Not too confident,Yes,No,Strong Democrat,Very liberal,Not at all important,09dec2016 20:36:12,09dec2016 20:51:06
56560,Hillary Clinton,77,70,100,99,70,99,28,99,78,60,1,100,44,75,1,Somewhat confident,Yes,No,Strong Democrat,Very liberal,Not at all important,09dec2016 17:18:51,09dec2016 17:32:32
65565,Donald Trump,44,100,77,76,1,47,45,31,7,2,19,81,90,86,49,Somewhat confident,Yes,No,Independent,Moderate,Very important,09dec2016 14:30:52,09dec2016 14:52:11
40504,Donald Trump,50,89,50,50,2,99,100,12,5,2,20,1,0,99,50,Somewhat confident,Yes,Yes,Not very strong Republican,Conservative,Somewhat important,09dec2016 06:04:55,09dec2016 06:30:56
44320,Hillary Clinton,98,82,83,83,89,85,77,88,80,92,77,82,94,71,9,Not at all confident,Yes,No,Strong Democrat,Moderate,Very important,09dec2016 13:11:28,09dec2016 17:43:59
35401,Hillary Clinton,100,100,99,99,98,76,100,100,100,99,45,100,100,100,3,Very confident,No,Yes,Strong Democrat,Very liberal,Very important,02dec2016 18:30:47,02dec2016 18:50:55
95825,Other,46,50,63,60,7,51,50,8,37,5,11,99,11,93,28,Not at all confident,Yes,No,Independent,Moderate,Not at all important,04dec2016 09:31:17,04dec2016 09:53:07
55129,Hillary Clinton,81,91,77,72,50,73,92,77,70,51,4,74,62,81,7,Not at all confident,Yes,Yes,Strong Democrat,Moderate,Very important,09dec2016 15:16:45,09dec2016 15:41:51
33993,Hillary Clinton,81,81,81,81,52,81,81,50,55,36,46,86,50,70,50,Not too confident,Yes,No,Lean Democrat,Liberal,Not at all important,09dec2016 12:51:40,09dec2016 13:11:27
97702,Donald Trump,66,50,62,83,41,65,66,28,29,4,40,60,6,95,50,Very confident,Yes,Yes,Not very strong Republican,Conservative,Somewhat important,04dec2016 15:27:10,04dec2016 15:55:10
97219,Hillary Clinton,76,77,75,75,69,70,31,66,76,71,35,75,71,65,5,Not too confident,No,No,Strong Democrat,Liberal,Not at all important,28dec2016 10:15:24,28dec2016 10:33:13
54703,Hillary Clinton,55,84,60,69,32,95,98,37,44,54,25,1,79,89,3,Very confident,Yes,No,Lean Democrat,Conservative,Very important,02dec2016 19:14:50,02dec2016 19:32:41
78146,Hillary Clinton,50,95,75,50,40,50,95,50,45,45,35,50,50,100,50,Very confident,No,No,Not very strong Democrat,Conservative,Somewhat important,10dec2016 07:59:42,10dec2016 09:05:36
15668,Donald Trump,78,78,76,78,50,75,78,62,78,8,40,75,31,80,78,Very confident,Yes,No,Not very strong Democrat,Conservative,Very important,09dec2016 16:06:38,09dec2016 16:25:22
43201,Hillary Clinton,100,100,100,100,100,100,90,100,100,80,30,100,81,81,10,Very confident,Yes,Yes,Strong Democrat,Very liberal,Not too important,08dec2016 06:46:04,08dec2016 07:06:14
23509,Donald Trump,75,75,78,80,11,85,92,1,61,2,56,75,50,75,75,Not too confident,No,No,Lean Republican,Conservative,Somewhat important,27dec2016 23:27:33,27dec2016 23:41:09
2145,Donald Trump,83,93,85,85,80,95,90,50,80,10,80,95,45,99,90,Not too confident,Yes,Yes,Lean Republican,Moderate,Not at all important,09dec2016 11:59:10,09dec2016 12:23:16
76710,Donald Trump,90,84,86,88,75,86,95,0,88,0,0,89,0,100,14,Somewhat confident,No,No,Independent,Moderate,Very important,06dec2016 10:43:04,06dec2016 11:25:53
28166,Donald Trump,50,50,50,50,50,50,100,27,50,25,4,50,28,54,25,Not too confident,Yes,No,Lean Republican,Moderate,Very important,09dec2016 12:18:15,09dec2016 12:54:39
19501,Hillary Clinton,100,100,100,100,100,100,49,100,100,100,24,100,100,100,0,Not at all confident,Yes,No,Strong Democrat,Liberal,Not at all important,04dec2016 23:23:41,04dec2016 23:36:02
14051,Donald Trump,50,79,50,52,52,53,84,26,53,1,38,65,26,97,70,Somewhat confident,Yes,Yes,Lean Republican,Conservative,Somewhat important,08dec2016 07:31:16,10dec2016 18:21:53
60653,Hillary Clinton,71,22,50,46,53,60,34,45,88,65,8,53,55,13,9,Somewhat confident,Yes,Yes,Strong Democrat,Very liberal,Not too important,01dec2016 17:39:00,01dec2016 17:50:59
11710,Hillary Clinton,86,72,76,67,79,100,66,64,67,36,37,91,64,83,8,Not at all confident,No,Yes,Not very strong Democrat,Conservative,Somewhat important,09dec2016 14:04:52,09dec2016 14:15:22
60605,Donald Trump,50,50,50,50,46,50,46,47,54,26,44,50,36,80,33,Very confident,Yes,No,Not very strong Republican,Moderate,Not at all important,15dec2016 12:12:05,15dec2016 13:36:01
75218,Hillary Clinton,88,89,83,75,76,98,96,93,92,60,2,87,46,97,52,Not too confident,Yes,Yes,Independent,Moderate,Very important,04dec2016 11:44:59,04dec2016 12:10:42
33175,Hillary Clinton,89,79,81,84,57,86,64,8,55,4,22,48,7,93,7,Somewhat confident,Yes,Yes,Independent,Moderate,Somewhat important,09dec2016 02:29:39,09dec2016 03:51:08
80211,Hillary Clinton,71,68,78,95,72,47,45,96,81,67,20,79,96,80,0,Very confident,Yes,Yes,Strong Democrat,Liberal,Not too important,10dec2016 11:48:06,10dec2016 12:06:21
43560,Hillary Clinton,65,50,75,60,75,75,40,70,85,85,10,90,50,55,0,Somewhat confident,No,No,Lean Democrat,Very liberal,Not at all important,06dec2016 07:01:36,06dec2016 07:24:21
94526,Hillary Clinton,70,90,90,90,80,90,90,50,75,50,40,95,50,85,2,Somewhat confident,Yes,No,Lean Democrat,Moderate,Somewhat important,12dec2016 14:32:30,12dec2016 15:22:56
6483,Donald Trump,56,72,61,70,15,74,66,20,32,5,7,10,9,96,20,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,07dec2016 03:57:11,07dec2016 04:17:57
85282,Gary Johnson,66,58,59,69,6,58,7,54,54,5,5,55,69,61,8,Somewhat confident,No,Yes,Not very strong Democrat,Moderate,Not at all important,12dec2016 17:19:56,12dec2016 17:33:32
49323,Hillary Clinton,52,51,52,51,52,51,51,52,52,36,51,52,36,83,5,Very confident,Yes,No,Independent,Moderate,Very important,21dec2016 06:01:16,21dec2016 06:17:55
93244,Donald Trump,100,100,100,100,28,100,100,0,51,0,0,50,1,100,1,Very confident,Yes,Yes,Strong Republican,Conservative,Very important,04dec2016 07:20:48,04dec2016 07:47:54
78749,Donald Trump,90,100,100,92,81,92,100,5,83,19,84,51,1,100,1,Somewhat confident,No,No,Strong Republican,Conservative,Very important,03dec2016 17:37:55,03dec2016 19:22:55
84720,Donald Trump,71,91,50,6,3,69,97,5,46,2,11,0,5,91,81,Very confident,No,Yes,Lean Republican,Moderate,Somewhat important,12dec2016 12:09:35,12dec2016 12:32:47
7042,Hillary Clinton,87,97,69,88,72,92,32,87,86,90,64,95,59,81,4,Very confident,Yes,No,Lean Democrat,Moderate,Not at all important,15dec2016 17:05:30,15dec2016 17:25:49
2835,Other,70,80,72,79,29,72,81,50,79,61,70,30,21,81,79,Somewhat confident,Yes,No,Strong Republican,Conservative,Somewhat important,19dec2016 11:29:28,19dec2016 11:58:48
13350,Hillary Clinton,100,98,100,100,99,99,70,100,99,99,71,100,99,99,52,Somewhat confident,Yes,Yes,Not very strong Democrat,Moderate,Somewhat important,09dec2016 13:01:20,09dec2016 13:35:03
30820,Hillary Clinton,72,95,88,92,58,98,98,95,70,63,47,44,99,95,25,Not too confident,No,Yes,Strong Democrat,Moderate,Very important,15dec2016 15:25:06,15dec2016 16:04:05
27103,Hillary Clinton,100,97,99,100,90,100,100,90,100,99,69,80,99,98,11,Very confident,No,Yes,Lean Democrat,Moderate,Very important,03dec2016 16:10:49,03dec2016 16:35:04
2906,Hillary Clinton,74,69,70,63,50,93,50,64,59,71,0,69,91,60,0,Not too confident,Yes,Yes,Lean Democrat,Liberal,Not too important,05dec2016 11:58:11,05dec2016 12:14:38
8844,Donald Trump,83,75,76,95,51,64,93,53,50,7,34,83,84,52,26,Very confident,Yes,Yes,Independent,Moderate,Not at all important,05dec2016 20:26:52,05dec2016 20:41:57
27613,Gary Johnson,79,79,75,79,83,80,20,80,88,29,13,90,27,41,80,Very confident,No,No,Independent,Moderate,Not at all important,04dec2016 16:43:11,04dec2016 16:56:45
85364,Donald Trump,85,84,85,95,70,95,97,51,95,0,80,85,41,100,81,Somewhat confident,No,No,Strong Republican,Very conservative,Very important,04dec2016 07:15:29,04dec2016 07:34:09
43220,Hillary Clinton,100,100,100,100,85,100,14,100,99,84,7,100,97,100,1,Somewhat confident,No,No,Strong Democrat,Liberal,Not too important,08dec2016 16:06:36,08dec2016 16:18:36
55021,Donald Trump,80,79,80,79,0,100,80,0,11,0,35,51,5,98,50,Somewhat confident,Yes,Yes,Lean Republican,Conservative,Very important,10dec2016 08:24:20,10dec2016 08:46:13
48001,Donald Trump,63,56,50,51,51,51,72,50,51,17,42,51,31,81,50,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Very important,06dec2016 12:40:50,06dec2016 12:59:20
44310,Hillary Clinton,73,51,75,73,72,74,25,80,64,62,8,77,53,56,9,Somewhat confident,Yes,No,Strong Democrat,Very liberal,Somewhat important,11dec2016 08:35:59,11dec2016 08:59:25
8723,Gary Johnson,58,51,79,80,27,51,25,30,75,30,3,81,60,80,6,Somewhat confident,Yes,No,Independent,Moderate,Not too important,08dec2016 13:47:44,08dec2016 14:05:00
97124,Hillary Clinton,100,100,100,87,99,99,70,100,94,59,22,100,67,52,6,Not too confident,Yes,No,Not very strong Democrat,Liberal,Not at all important,09dec2016 12:02:37,09dec2016 12:23:20
61938,Donald Trump,30,99,10,41,1,100,100,3,2,5,47,2,20,99,49,Very confident,Yes,Yes,Strong Republican,Very liberal,Very important,07dec2016 18:28:48,07dec2016 18:52:46
1852,Hillary Clinton,76,30,61,59,56,91,37,66,77,91,6,90,86,31,1,Not too confident,Yes,No,Strong Democrat,Moderate,Very important,15dec2016 22:19:10,15dec2016 23:16:56
15106,Donald Trump,50,50,95,94,89,95,91,5,80,3,50,50,2,95,50,Somewhat confident,No,No,Strong Republican,Conservative,Very important,09dec2016 13:26:43,09dec2016 15:54:02
89701,Donald Trump,49,81,56,70,32,72,73,40,55,3,39,70,31,75,7,Somewhat confident,No,Yes,Strong Republican,Conservative,Not too important,12dec2016 11:23:56,12dec2016 11:53:40
33065,Donald Trump,80,90,80,50,20,90,99,80,25,1,41,75,26,100,50,Somewhat confident,No,Yes,Not very strong Republican,Conservative,Very important,09dec2016 12:00:43,09dec2016 12:25:25
78645,Hillary Clinton,97,81,99,96,46,80,35,99,71,79,35,88,84,81,0,Somewhat confident,Yes,No,Strong Democrat,Very liberal,Not at all important,07dec2016 14:25:43,07dec2016 14:53:32
54601,Donald Trump,79,81,80,79,50,80,80,10,78,5,26,50,30,90,40,Very confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,06dec2016 15:16:23,06dec2016 15:30:06
71822,Donald Trump,54,51,55,52,24,52,99,22,69,7,30,77,36,84,27,Somewhat confident,Yes,Yes,Strong Republican,Moderate,Very important,06dec2016 13:27:07,06dec2016 19:40:12
91367,Hillary Clinton,75,80,80,80,80,80,75,98,80,75,50,80,80,70,1,Not at all confident,Yes,Yes,Not very strong Democrat,Liberal,Not at all important,12dec2016 21:40:02,12dec2016 22:05:57
76712,Hillary Clinton,87,56,87,86,75,85,62,90,72,88,71,70,61,70,7,Very confident,Yes,No,Independent,Moderate,Very important,03dec2016 17:22:26,03dec2016 17:45:03
34461,Donald Trump,53,89,72,74,40,81,91,52,50,4,73,61,91,99,6,Very confident,Yes,Yes,Not very strong Republican,Conservative,Somewhat important,06dec2016 06:24:23,06dec2016 06:51:48
48167,Hillary Clinton,91,94,91,94,85,89,80,98,83,86,9,96,87,78,3,Not too confident,Yes,Yes,Strong Democrat,Very liberal,Not at all important,10dec2016 13:14:30,10dec2016 13:32:34
81428,Gary Johnson,53,53,51,52,53,50,90,52,46,8,30,53,75,69,12,Very confident,No,Yes,Independent,Moderate,Not too important,06dec2016 08:39:08,06dec2016 09:00:11
20124,Hillary Clinton,75,58,62,86,60,76,14,98,38,90,5,95,81,37,2,Not too confident,Yes,No,Strong Democrat,Very liberal,Not at all important,05dec2016 06:34:06,05dec2016 07:04:58
87508,Hillary Clinton,85,47,77,83,75,85,0,97,77,77,1,96,85,84,0,Not too confident,Yes,Yes,Not very strong Democrat,Very liberal,Not at all important,03dec2016 21:08:00,03dec2016 21:26:08
85302,Donald Trump,75,75,70,75,65,75,80,10,75,20,60,51,15,90,50,Somewhat confident,Yes,Yes,Not very strong Republican,Conservative,Somewhat important,06dec2016 12:22:17,06dec2016 12:42:04
20854,Hillary Clinton,67,53,52,50,47,100,32,32,60,61,13,50,100,68,2,Not too confident,No,Yes,Strong Democrat,Liberal,Not at all important,09dec2016 12:19:22,09dec2016 12:38:28
6770,Hillary Clinton,50,52,83,82,53,75,9,54,82,56,11,89,87,13,11,Somewhat confident,Yes,Yes,Not very strong Democrat,Moderate,Not too important,05dec2016 04:55:15,05dec2016 05:10:41
44643,Donald Trump,85,89,91,80,41,100,100,31,50,11,41,9,90,100,57,Somewhat confident,Yes,No,Strong Republican,Very conservative,Very important,03dec2016 21:39:20,03dec2016 22:03:29
75040,Donald Trump,52,76,74,94,5,94,88,48,50,4,22,60,55,89,19,Very confident,Yes,Yes,Not very strong Democrat,Moderate,Not too important,09dec2016 20:22:21,09dec2016 20:58:45
15701,Hillary Clinton,100,25,100,100,100,100,20,75,100,61,0,100,78,42,1,Not too confident,Yes,Yes,Independent,Not sure,Very important,10dec2016 07:58:20,10dec2016 08:19:56
34292,Donald Trump,85,91,90,90,65,85,96,30,79,5,40,50,10,96,49,Very confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,19dec2016 14:24:45,19dec2016 15:04:15
7452,Hillary Clinton,30,80,35,80,25,80,31,25,14,0,10,45,30,75,0,Not too confident,No,Yes,Strong Democrat,Moderate,Not at all important,06dec2016 18:12:27,06dec2016 18:22:20
70005,Donald Trump,50,70,29,81,28,77,89,43,15,14,9,12,26,93,16,Somewhat confident,No,No,Strong Republican,Very conservative,Very important,14dec2016 16:57:42,14dec2016 17:37:34
29617,Donald Trump,100,99,100,100,100,100,100,2,99,2,26,51,3,100,1,Very confident,Yes,Yes,Not very strong Republican,Conservative,Not too important,17dec2016 20:26:06,17dec2016 20:49:14
32653,Donald Trump,73,77,77,51,49,67,100,31,50,10,33,49,23,90,29,Very confident,Yes,No,Lean Republican,Conservative,Very important,09dec2016 13:05:42,09dec2016 15:23:24
92841,Hillary Clinton,61,75,5,28,3,10,9,70,11,64,61,51,49,76,34,Not too confident,No,No,Lean Democrat,Moderate,Somewhat important,08dec2016 07:20:36,08dec2016 07:38:45
49120,Donald Trump,49,100,88,85,0,89,100,0,0,0,24,0,3,100,85,Very confident,No,No,Independent,Very conservative,Very important,05dec2016 03:55:36,05dec2016 04:22:02
98133,Donald Trump,100,98,97,93,0,100,93,53,59,0,51,78,75,95,1,Somewhat confident,Yes,Yes,Independent,Moderate,Very important,07dec2016 21:42:21,07dec2016 22:34:28
19401,Hillary Clinton,90,91,90,90,86,90,60,93,74,89,9,90,93,58,2,Not too confident,No,No,Not very strong Democrat,Very liberal,Very important,04dec2016 17:17:37,04dec2016 17:29:57
90029,Hillary Clinton,95,95,96,95,96,95,70,90,95,96,30,96,80,76,0,Somewhat confident,Yes,Yes,Strong Democrat,Moderate,Not too important,12dec2016 11:52:56,12dec2016 12:11:24
60527,Hillary Clinton,100,71,100,100,100,100,90,92,91,41,7,100,21,100,0,Somewhat confident,Yes,No,Not very strong Democrat,Liberal,Very important,08dec2016 18:49:33,08dec2016 19:10:02
92111,Donald Trump,51,50,51,51,48,50,52,28,41,24,46,50,41,90,59,Not too confident,No,Yes,Strong Republican,Conservative,Not at all important,09dec2016 17:00:13,09dec2016 17:11:23
52627,Hillary Clinton,53,50,47,46,4,55,80,49,48,21,27,53,79,60,48,Somewhat confident,No,Yes,Not very strong Democrat,Moderate,Very important,04dec2016 17:54:02,04dec2016 18:26:19
85379,Donald Trump,85,85,85,85,25,85,85,20,11,5,75,60,30,95,40,Very confident,No,No,Strong Republican,Conservative,Somewhat important,09dec2016 16:34:03,09dec2016 17:03:41
99016,Donald Trump,49,75,66,71,11,47,56,14,9,7,6,50,50,81,64,Very confident,Yes,Yes,Strong Republican,Very conservative,Somewhat important,08dec2016 06:56:03,08dec2016 07:10:59
12577,Donald Trump,79,89,88,92,78,88,89,9,88,1,50,59,40,99,51,Very confident,Yes,Yes,Strong Republican,Conservative,Very important,09dec2016 12:49:14,09dec2016 13:13:10
94102,Donald Trump,60,81,65,66,6,60,75,21,60,0,35,71,15,100,50,Somewhat confident,No,Yes,Lean Republican,Moderate,Very important,10dec2016 00:04:28,10dec2016 00:26:20
98607,Hillary Clinton,60,31,66,69,100,57,49,48,68,59,3,62,44,46,2,Very confident,Yes,Yes,Not very strong Democrat,Liberal,Not too important,04dec2016 15:06:48,04dec2016 15:29:14
72173,Donald Trump,90,94,91,90,89,86,86,21,90,10,41,87,30,95,11,Somewhat confident,Yes,Yes,Independent,Conservative,Not too important,21dec2016 14:33:03,21dec2016 14:56:21
10594,Donald Trump,40,100,59,69,79,80,99,75,87,0,80,60,99,60,50,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Not at all important,27dec2016 20:53:16,27dec2016 21:15:27
44425,Donald Trump,81,86,78,81,5,61,81,33,22,0,27,78,36,100,28,Somewhat confident,Yes,Yes,Independent,Conservative,Somewhat important,02dec2016 19:53:15,02dec2016 20:21:01
97221,Other,96,99,99,94,51,93,96,4,81,2,67,51,53,97,49,Very confident,No,No,Lean Republican,Conservative,Somewhat important,12dec2016 22:28:40,12dec2016 22:49:23
49855,Donald Trump,46,82,24,46,7,51,38,37,20,3,81,34,67,89,6,Very confident,Yes,No,Not very strong Republican,Conservative,Not at all important,05dec2016 05:52:29,05dec2016 07:04:41
1001,Donald Trump,50,50,50,51,50,50,89,7,50,1,50,51,11,50,10,Very confident,Yes,No,Independent,Conservative,Not at all important,12dec2016 23:18:54,12dec2016 23:41:37
22207,Hillary Clinton,75,76,75,76,55,75,49,56,53,56,41,76,50,60,11,Somewhat confident,Yes,No,Lean Democrat,Liberal,Not at all important,08dec2016 07:05:50,08dec2016 07:27:15
12308,Hillary Clinton,100,100,100,100,90,100,95,95,90,80,11,90,96,75,4,Not at all confident,No,No,Not very strong Democrat,Moderate,Very important,03dec2016 18:07:22,03dec2016 18:27:16
80206,Hillary Clinton,23,45,81,90,47,55,50,5,77,13,18,23,20,45,2,Very confident,Yes,No,Strong Republican,Conservative,Not too important,09dec2016 12:35:17,09dec2016 12:44:04
29169,Hillary Clinton,100,100,100,95,90,97,76,87,96,96,14,88,62,94,8,Somewhat confident,No,Yes,Lean Democrat,Moderate,Not at all important,06dec2016 12:22:53,06dec2016 12:36:15
44116,Donald Trump,50,50,50,50,50,50,50,10,50,1,50,50,25,95,50,Very confident,No,No,Strong Republican,Very conservative,Not at all important,08dec2016 04:22:58,08dec2016 04:37:10
20001,Hillary Clinton,70,51,80,75,21,50,50,70,70,50,26,75,50,66,27,Very confident,Yes,Yes,Independent,Moderate,Not at all important,12dec2016 17:43:12,12dec2016 18:03:32
92844,Other,50,50,71,76,40,90,80,11,50,0,50,30,31,96,5,Somewhat confident,Yes,No,Not very strong Republican,Conservative,Not too important,09dec2016 19:54:09,09dec2016 20:40:15
85705,Hillary Clinton,97,59,90,98,84,81,27,91,91,85,3,97,50,51,3,Somewhat confident,Yes,No,Strong Democrat,Moderate,Not too important,04dec2016 12:40:12,04dec2016 12:54:11
49455,Hillary Clinton,78,83,84,80,82,79,74,82,82,83,3,79,97,79,0,Not at all confident,Yes,Yes,Strong Democrat,Liberal,Very important,02dec2016 16:41:29,02dec2016 17:07:06
54952,Hillary Clinton,91,99,80,83,97,100,97,81,69,29,0,100,100,0,0,Not too confident,Yes,No,Independent,Moderate,Somewhat important,02dec2016 02:38:04,02dec2016 02:58:49
28546,Donald Trump,50,50,50,51,34,84,99,26,41,10,31,35,38,87,53,Very confident,No,No,Strong Republican,Conservative,Very important,02dec2016 17:07:21,02dec2016 18:04:11
11231,Hillary Clinton,66,56,66,85,65,56,52,78,69,60,41,64,50,56,9,Somewhat confident,Yes,Yes,Not very strong Democrat,Moderate,Not too important,02dec2016 14:25:29,02dec2016 14:41:59
97133,Donald Trump,61,77,31,50,41,30,29,30,29,1,40,31,11,90,30,Very confident,Yes,No,Not very strong Republican,Moderate,Not at all important,04dec2016 11:18:11,04dec2016 11:41:14
80102,Donald Trump,90,98,81,81,6,99,100,12,62,2,7,50,12,99,2,Very confident,No,No,Strong Republican,Moderate,Very important,21dec2016 21:39:54,21dec2016 21:59:21
92111,Donald Trump,19,90,32,51,21,57,35,30,11,24,39,56,6,84,18,Somewhat confident,No,No,Not very strong Democrat,Moderate,Not at all important,09dec2016 12:28:23,09dec2016 12:38:50
4043,Hillary Clinton,51,50,71,71,46,81,31,75,70,76,32,69,41,50,2,Very confident,No,No,Lean Democrat,Liberal,Somewhat important,19dec2016 03:36:16,19dec2016 03:58:12
45211,Donald Trump,53,50,51,50,53,52,98,51,50,4,51,53,52,99,50,Not too confident,Yes,No,Lean Republican,Conservative,Very important,06dec2016 06:05:45,06dec2016 13:43:03
30022,Donald Trump,80,92,72,53,13,94,97,28,31,3,48,4,49,97,50,Very confident,No,Yes,Strong Republican,Very conservative,Very important,04dec2016 08:15:45,04dec2016 08:30:55
11747,Hillary Clinton,71,77,68,83,34,100,60,71,64,24,37,73,85,44,3,Somewhat confident,Yes,No,Strong Democrat,Liberal,Very important,08dec2016 10:36:26,08dec2016 11:02:11
33176,Hillary Clinton,99,11,84,80,4,72,4,99,50,99,3,100,100,5,2,Somewhat confident,No,No,Not very strong Democrat,Very liberal,Not at all important,11dec2016 20:39:56,11dec2016 22:02:01
64155,Donald Trump,50,50,50,50,34,73,75,12,35,2,29,43,41,82,18,Very confident,Yes,No,Strong Republican,Very conservative,Very important,03dec2016 14:39:48,03dec2016 14:59:16
2673,Hillary Clinton,94,79,88,93,99,100,52,80,100,98,50,99,78,31,12,Not too confident,Yes,Yes,Lean Democrat,Liberal,Very important,09dec2016 14:30:42,09dec2016 14:51:26
30215,Hillary Clinton,71,72,77,80,77,71,78,48,63,38,41,84,53,81,18,Somewhat confident,Yes,Yes,Not very strong Democrat,Liberal,Very important,09dec2016 12:29:03,09dec2016 12:55:20
30312,Hillary Clinton,80,91,91,90,91,100,41,90,86,100,51,100,41,100,0,Somewhat confident,Yes,No,Strong Democrat,Very liberal,Not too important,06dec2016 21:02:08,06dec2016 21:25:35
72209,Donald Trump,13,99,79,80,39,100,99,20,76,2,12,56,100,100,26,Very confident,Yes,Yes,Strong Republican,Very conservative,Very important,05dec2016 17:30:40,05dec2016 18:01:04
34434,Donald Trump,75,76,75,78,50,81,97,5,53,3,52,73,4,96,3,Very confident,No,No,Lean Republican,Very conservative,Very important,08dec2016 09:37:20,08dec2016 10:05:38
92264,Hillary Clinton,100,4,100,98,73,99,1,98,99,100,1,100,94,11,2,Not too confident,Yes,No,Strong Democrat,Liberal,Somewhat important,08dec2016 08:44:16,08dec2016 09:00:46
27127,Hillary Clinton,75,60,70,70,75,70,50,80,75,80,20,80,80,70,10,Somewhat confident,Yes,No,Strong Democrat,Liberal,Not at all important,03dec2016 17:16:15,03dec2016 17:39:05
22066,Donald Trump,56,88,53,75,52,79,87,56,60,21,53,50,56,83,49,Somewhat confident,No,No,Not very strong Republican,Moderate,Somewhat important,12dec2016 14:34:11,12dec2016 15:03:44
22102,Hillary Clinton,98,81,87,91,72,100,72,90,90,79,20,78,47,84,0,Not at all confident,Yes,No,Independent,Moderate,Very important,06dec2016 05:34:41,06dec2016 05:45:27
1040,Donald Trump,52,52,98,74,63,100,84,40,69,8,31,99,100,98,60,Not too confident,Yes,Yes,Independent,Moderate,Very important,09dec2016 18:16:36,09dec2016 18:31:26
1906,Hillary Clinton,91,90,95,95,75,91,25,90,92,80,6,90,12,13,4,Somewhat confident,Yes,Yes,Not very strong Democrat,Liberal,Not at all important,06dec2016 07:49:35,06dec2016 08:15:07
98006,Hillary Clinton,91,79,96,86,90,90,2,81,90,40,2,81,31,96,21,Somewhat confident,No,Yes,Not very strong Democrat,Moderate,Not at all important,03dec2016 23:24:43,03dec2016 23:53:38
45013,Donald Trump,52,50,51,51,52,50,85,40,50,8,27,99,52,38,35,Very confident,No,No,Strong Republican,Moderate,Not at all important,10dec2016 06:36:47,10dec2016 06:55:37
3813,Gary Johnson,70,79,76,68,50,55,51,56,52,78,38,59,75,59,69,Somewhat confident,No,Yes,Independent,Moderate,Not at all important,09dec2016 12:43:58,09dec2016 13:20:51
94112,Hillary Clinton,81,81,81,81,25,81,25,81,81,66,3,81,70,70,2,Not too confident,Yes,Yes,Strong Democrat,Liberal,Very important,08dec2016 11:34:17,08dec2016 11:49:03
32034,Hillary Clinton,100,100,99,97,96,100,81,99,100,80,25,100,100,99,1,Somewhat confident,No,No,Lean Democrat,Very liberal,Not at all important,09dec2016 12:43:32,09dec2016 13:01:34
63110,Hillary Clinton,100,51,100,51,80,100,49,100,100,100,28,100,100,31,0,Somewhat confident,Yes,No,Strong Democrat,Very liberal,Not at all important,05dec2016 10:19:40,05dec2016 10:41:35
37073,Gary Johnson,61,90,91,96,85,91,96,10,81,17,40,80,50,99,10,Very confident,Yes,No,Not very strong Republican,Conservative,Somewhat important,09dec2016 11:58:39,09dec2016 12:20:54
