izip_2016,presvote16post_2016,ft_black_2016,ft_white_2016,ft_hisp_2016,ft_asian_2016,ft_muslim_2016,ft_jew_2016,ft_christ_2016,ft_fem_2016,ft_immig_2016,ft_blm_2016,ft_wallst_2016,ft_gays_2016,ft_unions_2016,ft_police_2016,ft_altright_2016,accurately_counted2_2016,alcohol_2016,smoke100_2016,pid7_2016,ideo5_2016,pew_religimp_2016,starttime_2016,endtime_2016
40291,Donald Trump,77,77,77,77,76,77,77,77,76,31,77,77,77,77,NA,Very confident,Yes,No,Lean Republican,Very conservative,Very important,09dec2016 17:03:28,09dec2016 20:47:01
48103,Hillary Clinton,50,50,50,50,50,50,50,50,50,50,0,50,75,50,0,Somewhat confident,Yes,No,Strong Democrat,Liberal,Not at all important,01dec2016 16:23:26,01dec2016 16:49:35
10965,Donald Trump,97,89,100,77,60,93,100,37,77,8,31,43,34,99,52,Somewhat confident,Yes,No,Lean Republican,Conservative,Very important,08dec2016 19:54:11,09dec2016 05:02:03
43612,Hillary Clinton,52,51,54,53,53,51,50,59,52,55,55,53,53,56,53,Very confident,No,No,Strong Democrat,Liberal,Not at all important,02dec2016 15:16:53,02dec2016 15:30:24
92553,Donald Trump,75,84,60,66,25,75,85,41,51,1,50,51,5,93,2,Very confident,Yes,Yes,Strong Republican,Very conservative,Not too important,04dec2016 19:22:28,04dec2016 19:45:33
49428,Hillary Clinton,100,100,99,100,99,100,95,80,100,80,50,99,60,99,0,Somewhat confident,No,No,Not very strong Democrat,Moderate,Somewhat important,05dec2016 06:59:52,05dec2016 07:25:41
87109,Donald Trump,89,89,100,100,60,100,100,50,50,0,84,51,30,100,50,Not too confident,Yes,No,Not very strong Republican,Moderate,Somewhat important,23dec2016 12:07:31,23dec2016 12:33:08
92084,Donald Trump,70,85,88,82,31,91,88,20,53,9,53,75,15,84,19,Somewhat confident,Yes,No,Lean Republican,Conservative,Very important,08dec2016 06:11:13,08dec2016 06:47:47
11215,Hillary Clinton,90,52,76,81,80,89,51,80,81,91,31,100,79,50,0,Not at all confident,No,Yes,Lean Democrat,Moderate,Not too important,02dec2016 14:15:14,02dec2016 14:34:20
77082,Hillary Clinton,51,51,51,51,51,51,51,31,51,21,11,51,41,51,NA,Very confident,Yes,No,Not very strong Democrat,Moderate,Somewhat important,03dec2016 18:37:59,03dec2016 19:47:14
37659,Hillary Clinton,100,50,100,100,80,100,9,100,81,90,0,100,100,10,0,Somewhat confident,Yes,No,Strong Democrat,Very liberal,Not at all important,09dec2016 11:55:36,09dec2016 12:10:08
10463,Donald Trump,82,70,72,82,51,92,79,4,61,14,30,79,28,81,51,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Not too important,07dec2016 03:22:25,07dec2016 03:38:08
54622,Donald Trump,10,99,41,84,0,80,100,15,0,0,50,9,20,97,89,Somewhat confident,No,Yes,Strong Republican,Very conservative,Somewhat important,09dec2016 15:25:33,09dec2016 16:14:54
32024,Donald Trump,79,79,67,66,48,64,44,44,64,6,6,73,8,66,7,Somewhat confident,No,Yes,Not very strong Republican,Conservative,Not at all important,11dec2016 06:05:24,14dec2016 01:07:07
85710,Donald Trump,75,100,100,100,10,100,100,10,100,1,50,100,50,100,100,Somewhat confident,Yes,No,Strong Republican,Very conservative,Very important,03dec2016 16:57:30,03dec2016 17:14:41
68803,Donald Trump,80,78,80,80,1,89,88,50,80,4,50,50,50,80,71,Somewhat confident,Yes,Yes,Lean Republican,Conservative,Somewhat important,06dec2016 04:50:02,06dec2016 05:06:16
78248,Donald Trump,69,78,72,76,31,78,73,29,69,13,51,50,27,93,28,Somewhat confident,No,Yes,Strong Republican,Conservative,Not too important,12dec2016 13:28:41,12dec2016 13:51:48
2332,Donald Trump,61,94,51,84,50,90,79,10,50,0,50,50,0,100,70,Not too confident,No,No,Independent,Conservative,Somewhat important,09dec2016 12:19:40,09dec2016 12:37:37
15668,Donald Trump,56,90,56,51,78,97,95,31,30,1,51,94,2,100,78,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Very important,01dec2016 16:56:23,01dec2016 19:47:55
33432,Donald Trump,50,50,50,50,NA,79,50,NA,75,NA,20,50,10,90,0,Very confident,Yes,Yes,Strong Republican,Conservative,Very important,09dec2016 11:57:30,09dec2016 12:23:20
17314,Donald Trump,69,76,70,95,59,85,62,48,75,44,50,56,69,90,59,Somewhat confident,Yes,Yes,Lean Republican,Moderate,Not at all important,09dec2016 12:35:33,09dec2016 13:00:28
68102,Donald Trump,28,83,47,88,25,60,91,22,4,0,88,11,24,100,98,Somewhat confident,Yes,Yes,Independent,Very conservative,Not at all important,08dec2016 06:19:15,08dec2016 06:34:55
23509,Hillary Clinton,64,69,86,94,51,70,70,66,70,65,24,91,71,70,NA,Very confident,Yes,Yes,Strong Democrat,Liberal,Somewhat important,07dec2016 05:04:38,07dec2016 05:49:28
46324,Other,65,54,55,89,70,NA,5,30,55,78,NA,0,19,30,NA,Not at all confident,No,Yes,Independent,Moderate,Not at all important,21dec2016 09:13:48,21dec2016 09:33:55
33760,Donald Trump,46,77,52,50,1,47,100,0,3,1,1,1,0,70,50,Not too confident,No,Yes,Independent,Conservative,Very important,02dec2016 15:23:44,02dec2016 15:46:09
91350,Donald Trump,87,79,92,92,91,99,89,32,89,6,69,89,52,99,42,Somewhat confident,No,Yes,Not very strong Republican,Moderate,Somewhat important,09dec2016 12:00:18,09dec2016 12:18:29
6074,Donald Trump,100,100,93,100,99,99,100,49,80,3,98,82,6,99,51,Not too confident,No,No,Independent,Moderate,Very important,24dec2016 17:15:38,24dec2016 17:34:49
1845,Donald Trump,50,50,50,50,50,50,51,1,50,1,50,50,21,80,59,Somewhat confident,Yes,Yes,Lean Republican,Conservative,Very important,04dec2016 07:34:14,04dec2016 07:54:52
99835,Hillary Clinton,83,79,85,88,79,81,51,89,96,85,12,85,95,30,NA,Somewhat confident,Yes,No,Not very strong Democrat,Liberal,Somewhat important,06dec2016 10:36:49,06dec2016 10:56:00
77002,Hillary Clinton,76,78,79,91,76,68,17,48,77,47,12,78,84,45,5,Not too confident,Yes,Yes,Strong Democrat,Liberal,Not at all important,09dec2016 13:43:00,09dec2016 14:14:11
54901,Hillary Clinton,100,100,100,100,100,100,35,100,100,100,25,100,100,100,0,Not at all confident,No,Yes,Strong Democrat,Very liberal,Not at all important,21dec2016 14:56:20,21dec2016 15:09:51
75069,Donald Trump,NA,100,52,17,NA,100,96,NA,31,NA,48,NA,NA,99,NA,Very confident,No,No,Strong Republican,Conservative,Somewhat important,07dec2016 19:18:26,07dec2016 19:30:54
6033,Donald Trump,55,100,83,99,1,99,99,50,53,2,50,50,28,98,52,Not too confident,No,No,Not very strong Republican,Conservative,Somewhat important,02dec2016 14:17:00,02dec2016 14:36:38
44145,Donald Trump,50,100,99,100,0,100,100,21,98,0,98,50,4,100,99,Very confident,Yes,Yes,Not very strong Republican,Conservative,Very important,09dec2016 12:30:06,09dec2016 12:46:38
48310,Hillary Clinton,90,90,90,90,50,80,50,90,80,90,20,90,90,75,0,Somewhat confident,Yes,No,Strong Democrat,Very liberal,Not at all important,05dec2016 12:34:51,05dec2016 12:53:46
12566,Hillary Clinton,50,31,59,79,25,80,30,89,79,70,2,81,59,71,0,Not too confident,No,Yes,Lean Democrat,Liberal,Not at all important,12dec2016 15:14:37,12dec2016 16:15:16
20895,Donald Trump,40,85,66,91,0,91,82,31,50,0,30,50,50,90,50,Somewhat confident,No,Yes,Strong Republican,Conservative,Not too important,08dec2016 08:40:06,08dec2016 09:03:04
62025,Donald Trump,80,80,80,90,30,80,90,40,46,25,60,75,50,90,60,Somewhat confident,Yes,No,Not very strong Republican,Conservative,Somewhat important,08dec2016 09:31:55,08dec2016 10:39:01
2816,Donald Trump,99,95,91,97,95,98,99,6,50,1,79,51,20,89,5,Somewhat confident,No,Yes,Lean Republican,Conservative,Somewhat important,03dec2016 06:49:40,03dec2016 07:08:46
93420,Hillary Clinton,77,52,78,51,53,61,9,78,52,87,NA,85,78,75,1,Not at all confident,No,Yes,Strong Democrat,Moderate,Not at all important,12dec2016 17:36:44,12dec2016 18:13:03
3054,Hillary Clinton,60,60,60,60,66,60,60,60,60,50,49,60,49,90,0,Somewhat confident,Yes,Yes,Lean Republican,Moderate,Very important,12dec2016 14:55:10,12dec2016 15:20:51
78248,Hillary Clinton,60,98,92,100,40,98,98,36,100,21,44,50,50,95,NA,Very confident,Yes,No,Not very strong Republican,Moderate,Somewhat important,09dec2016 12:16:07,09dec2016 13:05:45
20112,Donald Trump,51,50,53,50,31,51,86,40,51,5,50,38,11,79,42,Somewhat confident,Yes,No,Independent,Very conservative,Very important,04dec2016 03:12:46,04dec2016 03:38:07
34787,Donald Trump,91,90,90,90,71,100,100,0,40,1,75,11,60,100,90,Very confident,No,No,Strong Republican,Very conservative,Very important,10dec2016 09:10:16,10dec2016 09:29:31
75028,Donald Trump,50,50,50,50,50,50,59,50,50,4,46,50,12,90,53,Somewhat confident,Yes,Yes,Lean Republican,Moderate,Not at all important,12dec2016 08:39:43,12dec2016 08:56:30
78759,Donald Trump,95,50,90,90,90,90,90,50,80,60,75,90,80,90,50,Very confident,Yes,No,Lean Republican,Conservative,Somewhat important,09dec2016 15:49:14,09dec2016 16:07:25
65203,Donald Trump,95,95,95,95,10,95,96,0,50,0,75,50,1,95,95,Very confident,No,No,Not very strong Republican,Very conservative,Very important,23dec2016 12:02:58,23dec2016 12:48:18
21236,Donald Trump,98,93,78,100,61,99,96,70,100,51,27,91,98,100,52,Very confident,Yes,No,Lean Republican,Moderate,Very important,09dec2016 13:00:56,09dec2016 13:13:32
46755,Donald Trump,45,98,76,95,NA,93,97,55,32,NA,37,25,71,96,81,Very confident,Yes,Yes,Strong Republican,Very conservative,Very important,10dec2016 09:55:38,10dec2016 10:18:38
23504,Hillary Clinton,54,49,66,78,17,51,27,39,51,25,6,75,93,25,3,Very confident,Yes,No,Strong Democrat,Liberal,Not at all important,04dec2016 14:12:21,04dec2016 14:24:27
15642,Donald Trump,96,100,95,94,2,99,98,30,71,1,45,6,5,100,0,Somewhat confident,No,No,Strong Republican,Very conservative,Very important,06dec2016 05:45:55,06dec2016 06:06:46
30097,Donald Trump,99,100,99,100,70,100,100,1,50,1,30,80,26,100,1,Somewhat confident,Yes,Yes,Strong Republican,Very conservative,Very important,05dec2016 06:20:36,05dec2016 06:34:29
61462,Donald Trump,50,100,69,96,19,100,99,18,14,9,32,61,4,100,66,Very confident,Yes,Yes,Strong Republican,Conservative,Not too important,09dec2016 18:23:17,09dec2016 18:43:56
52053,Donald Trump,19,70,4,10,5,30,89,10,6,3,6,47,6,100,NA,Not too confident,No,No,Independent,Very conservative,Not too important,04dec2016 06:09:49,04dec2016 06:45:23
48640,Donald Trump,78,78,77,79,51,78,93,20,50,4,44,51,54,96,51,Somewhat confident,Yes,No,Not very strong Republican,Conservative,Very important,08dec2016 07:20:24,08dec2016 07:44:21
44130,Donald Trump,100,100,68,77,71,68,100,59,70,66,76,69,87,100,60,Very confident,No,No,Strong Republican,Very conservative,Very important,07dec2016 04:45:15,07dec2016 04:54:00
53186,Donald Trump,50,50,50,50,50,50,50,1,50,1,50,50,1,75,NA,Very confident,Yes,Yes,Lean Republican,Conservative,Not at all important,03dec2016 20:50:26,03dec2016 21:05:54
32526,Hillary Clinton,50,31,50,50,51,27,13,60,51,51,0,56,59,2,0,Somewhat confident,Yes,No,Lean Democrat,Very liberal,Not at all important,06dec2016 11:10:08,06dec2016 11:25:59
22911,Hillary Clinton,75,75,100,87,61,100,99,50,69,31,16,31,32,92,3,Very confident,Yes,Yes,Independent,Conservative,Very important,07dec2016 19:19:58,07dec2016 19:35:29
23666,Gary Johnson,10,100,48,98,10,98,61,1,11,NA,31,97,NA,84,NA,Very confident,Yes,Yes,Lean Republican,Conservative,Not at all important,05dec2016 12:40:12,05dec2016 12:49:33
33629,Donald Trump,66,75,65,71,70,70,70,70,70,21,60,50,40,75,50,Very confident,Yes,No,Independent,Moderate,Not at all important,04dec2016 14:46:47,04dec2016 15:10:01
86440,Donald Trump,20,80,80,90,0,100,100,10,60,0,30,11,41,100,100,Very confident,Yes,Yes,Not very strong Republican,Conservative,Very important,10dec2016 06:03:40,10dec2016 06:28:13
34207,Hillary Clinton,51,51,51,51,51,51,51,61,51,52,31,51,83,32,1,Somewhat confident,No,No,Strong Democrat,Liberal,Not at all important,08dec2016 04:57:40,08dec2016 05:27:20
74107,Hillary Clinton,49,49,49,100,40,100,24,90,74,62,0,100,47,30,0,Not at all confident,Yes,No,Not very strong Democrat,Moderate,Not at all important,18dec2016 21:09:52,18dec2016 21:31:18
49684,Hillary Clinton,72,77,76,82,73,80,46,74,78,77,38,77,68,84,0,Not too confident,Yes,Yes,Not very strong Democrat,Liberal,Not at all important,12dec2016 18:27:12,12dec2016 18:54:02
92692,Donald Trump,57,90,80,81,34,88,90,23,36,11,29,89,49,91,97,Somewhat confident,No,Yes,Independent,Moderate,Very important,15dec2016 12:50:53,15dec2016 18:18:02
85396,Donald Trump,45,90,25,80,10,80,100,25,10,1,44,1,1,100,NA,Not too confident,No,No,Independent,Conservative,Somewhat important,18dec2016 11:38:04,18dec2016 12:01:53
89117,Hillary Clinton,100,72,100,33,6,50,100,100,50,92,3,100,100,53,0,Not too confident,Yes,Yes,Lean Democrat,Moderate,Very important,05dec2016 08:30:21,05dec2016 08:50:25
47112,Donald Trump,82,70,82,81,7,69,88,10,51,5,34,10,42,97,11,Very confident,Yes,No,Lean Republican,Conservative,Very important,05dec2016 07:55:18,05dec2016 08:25:16
14425,Donald Trump,50,50,50,50,25,50,80,50,25,NA,15,50,NA,65,NA,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,03dec2016 15:06:31,03dec2016 15:23:59
30047,Donald Trump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very confident,No,No,Lean Republican,Moderate,Very important,18dec2016 10:38:17,18dec2016 10:56:31
6107,Donald Trump,50,51,50,51,50,51,50,0,20,0,50,50,0,100,70,Not too confident,Yes,Yes,Independent,Conservative,Somewhat important,05dec2016 14:05:24,05dec2016 14:21:49
18252,Hillary Clinton,100,30,99,99,97,100,87,100,99,99,30,100,61,20,2,Not at all confident,NA,Yes,Independent,Moderate,Very important,07dec2016 12:43:13,07dec2016 13:02:01
88062,Hillary Clinton,70,50,50,51,50,51,52,51,61,55,52,51,31,80,NA,Somewhat confident,No,Yes,Independent,Moderate,Not at all important,04dec2016 10:07:34,04dec2016 10:26:52
53403,Donald Trump,90,90,90,89,10,90,91,10,NA,1,NA,89,11,91,NA,Very confident,Yes,Yes,Independent,Conservative,Very important,06dec2016 10:11:44,06dec2016 10:34:21
78624,Hillary Clinton,55,56,52,83,20,54,26,69,55,51,6,56,5,53,3,Somewhat confident,Yes,Yes,Not very strong Democrat,Liberal,Not at all important,10dec2016 05:04:17,10dec2016 05:29:59
80424,Donald Trump,60,95,50,90,25,90,80,25,40,0,80,50,0,90,80,Very confident,Yes,Yes,Strong Republican,Conservative,Not at all important,18dec2016 11:31:00,18dec2016 11:59:00
52761,Donald Trump,11,99,26,79,8,6,100,0,4,0,0,0,3,81,80,Not at all confident,Yes,No,Strong Republican,Very conservative,Not too important,09dec2016 18:38:04,09dec2016 19:14:24
56345,Donald Trump,31,100,78,81,10,50,52,31,50,11,11,51,80,70,50,Somewhat confident,Yes,Yes,Independent,Conservative,Not at all important,06dec2016 18:05:16,06dec2016 18:22:59
32563,Donald Trump,45,91,79,88,1,88,100,12,43,NA,76,NA,4,99,53,Somewhat confident,No,No,Strong Republican,Conservative,Somewhat important,09dec2016 21:09:07,09dec2016 21:26:54
80525,Hillary Clinton,100,79,98,97,100,98,90,100,88,97,31,97,75,89,0,Not at all confident,Yes,Yes,Not very strong Democrat,Moderate,Very important,05dec2016 19:14:07,05dec2016 19:31:50
73120,Hillary Clinton,100,75,100,80,79,68,99,76,100,51,2,56,30,95,1,Very confident,Yes,Yes,Independent,Moderate,Very important,03dec2016 16:34:57,03dec2016 17:01:12
19606,Donald Trump,82,72,88,79,51,75,99,22,74,26,25,72,3,97,19,Very confident,Yes,Yes,Strong Republican,Conservative,Very important,06dec2016 14:30:16,06dec2016 14:49:33
46320,Donald Trump,100,100,100,100,85,100,100,29,35,32,26,11,16,100,70,Very confident,Yes,Yes,Independent,Conservative,Very important,04dec2016 21:24:12,04dec2016 21:49:54
17543,Donald Trump,90,50,50,50,50,50,50,3,50,11,6,50,5,81,34,Somewhat confident,Yes,Yes,Lean Republican,Moderate,Very important,08dec2016 21:08:08,08dec2016 21:32:43
33014,Hillary Clinton,59,60,60,NA,53,NA,NA,51,53,3,NA,NA,81,95,NA,Not at all confident,No,No,Lean Democrat,Liberal,Not too important,03dec2016 14:07:27,03dec2016 14:28:06
98422,Hillary Clinton,81,90,81,72,63,90,64,52,89,57,51,72,81,93,NA,Not too confident,Yes,No,Not very strong Democrat,Liberal,Not too important,09dec2016 18:22:32,09dec2016 19:24:37
31569,Donald Trump,100,100,100,100,50,100,100,NA,71,NA,27,91,NA,100,NA,Very confident,No,Yes,Lean Republican,Conservative,Somewhat important,12dec2016 07:20:03,12dec2016 08:23:48
85749,Hillary Clinton,95,79,95,96,80,95,95,90,81,79,3,78,95,49,6,Somewhat confident,Yes,Yes,Lean Democrat,Liberal,Very important,11dec2016 09:57:28,11dec2016 10:19:35
77845,Donald Trump,50,50,50,50,0,100,100,25,60,0,50,25,5,100,50,Not too confident,Yes,No,Lean Republican,Very conservative,Very important,09dec2016 19:57:15,09dec2016 20:26:58
30252,Donald Trump,52,99,99,50,NA,98,98,NA,NA,NA,78,57,4,99,50,Very confident,Yes,Yes,Not very strong Republican,Conservative,Somewhat important,12dec2016 14:22:39,12dec2016 14:44:52
15146,Gary Johnson,51,51,51,51,51,51,51,51,50,3,49,51,35,80,50,Somewhat confident,Yes,No,Not very strong Republican,Conservative,Not too important,04dec2016 08:09:48,04dec2016 16:50:41
61801,Other,51,51,65,70,40,81,91,39,77,5,47,35,5,82,51,Somewhat confident,No,No,Strong Republican,Very conservative,Very important,03dec2016 15:48:59,03dec2016 16:03:28
53202,Hillary Clinton,56,40,82,75,75,90,50,74,64,81,20,69,60,34,0,Very confident,Yes,No,Independent,Liberal,Not at all important,03dec2016 11:39:53,03dec2016 11:56:02
37110,Donald Trump,75,78,78,79,4,93,100,47,4,66,2,2,30,11,1,Not too confident,Yes,Yes,Independent,Very conservative,Very important,11dec2016 21:38:32,11dec2016 21:52:33
55423,Donald Trump,86,98,89,50,32,98,96,0,63,0,34,50,30,98,0,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,04dec2016 00:50:59,04dec2016 01:10:56
15223,Gary Johnson,52,60,52,61,52,51,51,41,56,6,12,52,31,56,1,Not too confident,Yes,No,Independent,Moderate,Very important,06dec2016 06:52:35,06dec2016 07:25:08
18960,Donald Trump,89,90,70,79,33,92,98,50,65,8,90,83,16,100,50,Very confident,Yes,No,Strong Republican,Conservative,Somewhat important,11dec2016 05:22:34,11dec2016 06:01:45
19038,Hillary Clinton,50,83,NA,75,50,86,75,56,50,37,28,92,66,75,10,Somewhat confident,No,Yes,Not very strong Democrat,Moderate,Somewhat important,04dec2016 14:54:12,04dec2016 15:34:08
54913,Donald Trump,91,81,46,90,50,90,100,60,10,3,41,50,23,95,81,Very confident,No,No,Lean Republican,Conservative,Very important,02dec2016 15:56:53,02dec2016 16:27:28
91709,Donald Trump,91,95,75,85,10,94,100,NA,25,NA,NA,50,9,100,21,Somewhat confident,No,No,Strong Republican,Conservative,Very important,10dec2016 23:07:36,21dec2016 22:24:50
2760,Hillary Clinton,100,53,100,99,83,100,70,85,78,63,15,100,15,62,0,Not too confident,Yes,Yes,Not very strong Democrat,Not sure,Not too important,03dec2016 16:05:57,03dec2016 16:28:44
30643,Donald Trump,100,100,100,100,75,100,100,6,100,3,100,100,30,100,NA,Somewhat confident,Yes,Yes,Lean Republican,Moderate,Somewhat important,12dec2016 13:44:04,12dec2016 14:23:26
28304,Donald Trump,100,100,100,100,51,100,100,60,95,71,41,80,61,98,53,Very confident,Yes,Yes,Independent,Conservative,Very important,04dec2016 15:00:42,04dec2016 15:26:15
30183,Donald Trump,65,70,75,75,15,75,80,0,50,0,40,50,10,55,20,Very confident,Yes,Yes,Lean Republican,Conservative,Not too important,07dec2016 08:51:38,07dec2016 09:09:28
1702,Hillary Clinton,100,100,100,99,100,97,100,97,99,100,51,97,99,100,NA,Somewhat confident,Yes,Yes,Lean Democrat,Very liberal,Not at all important,09dec2016 12:04:34,09dec2016 12:37:47
27217,Donald Trump,89,91,88,94,1,91,99,1,35,1,34,9,24,99,38,Not too confident,No,Yes,Not very strong Democrat,Conservative,Very important,04dec2016 19:20:17,04dec2016 19:33:46
4901,Hillary Clinton,92,86,73,85,81,97,91,88,81,91,38,85,60,95,64,Very confident,Yes,Yes,Not very strong Democrat,Moderate,Somewhat important,02dec2016 15:25:46,02dec2016 15:45:00
92129,Donald Trump,84,77,83,81,56,82,56,42,42,1,40,72,55,86,35,Very confident,No,No,Not very strong Republican,Conservative,Not too important,03dec2016 21:43:17,03dec2016 22:01:48
72116,Hillary Clinton,60,71,59,75,63,63,56,95,66,14,17,63,63,73,1,Not too confident,No,No,Lean Democrat,Moderate,Somewhat important,13dec2016 16:59:04,13dec2016 17:19:32
2906,Hillary Clinton,67,86,64,71,60,69,25,50,69,30,26,64,50,64,12,Somewhat confident,No,Yes,Lean Democrat,Moderate,Not at all important,04dec2016 15:10:40,04dec2016 15:35:58
85381,Other,56,90,80,90,26,91,51,NA,90,6,NA,86,65,99,0,Very confident,Yes,Yes,Independent,Moderate,Somewhat important,09dec2016 18:18:19,09dec2016 18:42:04
78736,Hillary Clinton,19,45,50,51,50,56,4,13,74,77,3,68,5,23,19,Not at all confident,No,Yes,Strong Democrat,Moderate,Not at all important,09dec2016 14:04:51,09dec2016 14:33:42
33472,Donald Trump,50,50,50,50,50,50,50,0,50,0,0,50,0,50,0,Very confident,No,Yes,Independent,Moderate,Not too important,03dec2016 06:50:13,03dec2016 07:12:01
91910,Hillary Clinton,52,52,51,51,51,51,53,51,52,43,29,51,54,41,30,Somewhat confident,No,No,Lean Democrat,Moderate,Not too important,18dec2016 12:10:43,18dec2016 12:38:29
90068,Hillary Clinton,100,75,100,99,99,100,90,100,79,75,29,100,90,76,NA,Not too confident,Yes,No,Strong Democrat,Very liberal,Not at all important,04dec2016 11:52:28,04dec2016 12:06:37
94603,Hillary Clinton,80,61,80,50,51,92,90,51,50,80,10,26,69,20,50,Not at all confident,Yes,Yes,Strong Democrat,Moderate,Very important,13dec2016 00:31:02,13dec2016 01:18:50
22314,Hillary Clinton,89,69,93,78,69,80,89,51,66,51,33,76,37,80,2,Somewhat confident,No,No,Not very strong Democrat,Moderate,Very important,09dec2016 05:37:26,09dec2016 06:19:23
94552,Jill Stein,58,51,69,69,41,51,18,63,64,54,0,66,52,64,1,Somewhat confident,No,No,Lean Democrat,Liberal,Not at all important,09dec2016 12:48:04,09dec2016 13:12:50
23234,Donald Trump,42,76,29,75,10,75,99,7,11,0,59,2,3,96,87,Somewhat confident,Yes,No,Strong Republican,Conservative,Somewhat important,04dec2016 11:04:57,04dec2016 11:38:58
17062,Donald Trump,82,62,76,80,9,89,87,31,50,1,10,11,81,93,2,Very confident,No,No,Not very strong Republican,Moderate,Somewhat important,06dec2016 15:36:29,06dec2016 15:52:43
5454,Hillary Clinton,82,81,81,81,81,82,49,81,81,82,14,99,59,81,1,Somewhat confident,Yes,No,Not very strong Democrat,Liberal,Not at all important,03dec2016 10:11:22,05dec2016 05:00:30
27705,Hillary Clinton,60,30,60,50,30,60,30,100,75,60,5,75,80,41,1,Somewhat confident,Yes,No,Lean Democrat,Liberal,Not at all important,04dec2016 00:56:42,04dec2016 02:41:18
80923,Donald Trump,90,97,24,96,25,96,98,11,20,NA,86,2,5,97,25,Somewhat confident,No,No,Strong Republican,Conservative,Very important,12dec2016 19:16:34,12dec2016 19:33:53
67738,Hillary Clinton,99,100,100,99,98,100,99,100,100,100,3,99,100,100,50,Very confident,No,No,Strong Democrat,Liberal,Somewhat important,10dec2016 02:37:38,10dec2016 02:52:20
32615,Donald Trump,95,95,95,95,25,95,100,6,90,6,51,41,5,100,50,Very confident,No,Yes,Strong Republican,Very conservative,Very important,04dec2016 14:13:56,04dec2016 14:55:52
37210,Donald Trump,100,99,71,99,0,100,100,30,50,1,0,60,1,100,0,Very confident,Yes,Yes,Independent,Very conservative,Not at all important,09dec2016 14:02:45,09dec2016 14:15:31
33716,Donald Trump,NA,100,75,71,23,81,97,26,28,2,21,2,23,93,50,Very confident,Yes,Yes,Strong Republican,Conservative,Very important,09dec2016 09:20:17,09dec2016 09:41:39
37709,Hillary Clinton,91,76,90,90,50,50,26,71,90,75,50,90,50,60,0,Very confident,Yes,No,Independent,Liberal,Not at all important,08dec2016 03:52:37,08dec2016 04:23:57
65109,Hillary Clinton,50,50,50,80,31,50,30,80,31,41,11,60,80,50,11,Not too confident,Yes,Yes,Lean Democrat,Liberal,Somewhat important,11dec2016 11:44:38,11dec2016 12:05:46
22180,Hillary Clinton,100,50,50,51,50,50,50,52,74,51,46,50,53,41,1,Somewhat confident,No,No,Independent,Moderate,Not at all important,04dec2016 08:04:58,04dec2016 08:18:35
63670,Donald Trump,100,100,90,90,11,90,100,100,20,NA,30,90,50,100,NA,Not too confident,Yes,Yes,Independent,Conservative,Somewhat important,10dec2016 04:08:35,10dec2016 04:30:36
30248,Hillary Clinton,50,83,61,72,50,51,43,20,70,28,1,48,69,86,1,Somewhat confident,Yes,Yes,Lean Democrat,Moderate,Not at all important,11dec2016 10:18:26,11dec2016 10:51:26
78232,Donald Trump,76,79,81,75,70,81,75,30,81,NA,80,71,31,90,80,Very confident,No,No,Strong Republican,Conservative,Not at all important,09dec2016 12:48:55,09dec2016 13:11:25
20003,Gary Johnson,75,95,97,95,90,30,50,58,98,11,20,93,33,63,NA,Very confident,Yes,Yes,Not very strong Democrat,Liberal,Not too important,13dec2016 12:04:05,13dec2016 13:00:26
21108,Donald Trump,22,97,36,59,5,77,89,14,10,3,11,8,63,95,61,Somewhat confident,No,Yes,Strong Republican,Conservative,Not too important,09dec2016 14:45:31,09dec2016 15:03:11
48014,Donald Trump,36,90,51,50,3,50,98,13,7,2,4,1,2,96,3,Very confident,Yes,Yes,Strong Republican,Conservative,Very important,12dec2016 14:13:21,12dec2016 14:29:08
98660,Hillary Clinton,74,72,82,79,20,31,21,81,50,100,NA,100,50,84,NA,Not too confident,Yes,No,Lean Democrat,Very liberal,Not at all important,21dec2016 13:00:22,21dec2016 14:04:15
11793,Donald Trump,75,80,77,79,76,79,87,23,63,11,84,77,13,100,54,Very confident,Yes,Yes,Lean Republican,Conservative,Very important,06dec2016 11:50:01,06dec2016 12:08:37
83651,Donald Trump,95,90,90,91,84,90,91,90,79,99,7,91,74,91,81,Very confident,Yes,Yes,Independent,Moderate,Not at all important,10dec2016 08:04:28,10dec2016 08:22:38
98092,Donald Trump,52,50,50,52,19,51,62,0,50,0,3,50,22,75,50,Somewhat confident,Yes,Yes,Lean Republican,Moderate,Not too important,10dec2016 21:36:18,10dec2016 21:52:00
21220,Donald Trump,89,94,91,90,51,92,98,1,92,0,50,82,2,99,50,Somewhat confident,No,Yes,Strong Republican,Conservative,Very important,12dec2016 17:05:37,12dec2016 17:28:04
12304,Donald Trump,0,90,80,50,0,80,100,0,80,0,0,50,0,90,NA,Very confident,No,Yes,Lean Republican,Conservative,Not too important,02dec2016 05:41:23,02dec2016 06:02:07
