izip_2016,presvote16post_2016,ft_black_2016,ft_white_2016,ft_hisp_2016,ft_asian_2016,ft_muslim_2016,ft_jew_2016,ft_christ_2016,ft_fem_2016,ft_immig_2016,ft_blm_2016,ft_wallst_2016,ft_gays_2016,ft_unions_2016,ft_police_2016,ft_altright_2016,accurately_counted2_2016,alcohol_2016,smoke100_2016,pid7_2016,ideo5_2016,pew_religimp_2016,starttime_2016,endtime_2016
16502,Hillary Clinton,100,100,100,100,100,100,21,100,100,100,8,100,100,31,0,Not at all confident,Yes,No,Strong Democrat,Very liberal,Not at all important,09dec2016 12:20:05,09dec2016 12:40:53
48168,Donald Trump,13,95,46,9,51,71,79,28,20,4,75,19,3,99,5,Very confident,No,No,Strong Republican,Very conservative,Not too important,12dec2016 10:37:28,12dec2016 10:45:52
85224,Donald Trump,97,91,51,92,26,100,95,30,28,9,72,96,42,93,NA,Very confident,Yes,Yes,Lean Republican,Conservative,Very important,04dec2016 08:55:05,04dec2016 09:22:09
96734,Gary Johnson,52,50,53,50,32,50,53,55,52,18,50,100,13,75,48,Very confident,Yes,Yes,Lean Republican,Moderate,Somewhat important,02dec2016 09:01:14,02dec2016 09:43:28
68105,Donald Trump,87,81,83,100,89,91,80,52,91,4,94,53,7,98,89,Very confident,Yes,No,Strong Republican,Conservative,Very important,10dec2016 05:13:08,10dec2016 05:43:06
66049,Gary Johnson,90,90,88,89,79,90,88,43,80,50,40,88,45,78,31,Somewhat confident,No,No,Lean Republican,Moderate,Somewhat important,09dec2016 13:29:45,09dec2016 13:46:15
28269,Donald Trump,54,91,93,59,24,51,97,28,46,7,52,51,23,94,26,Not too confident,Yes,Yes,Independent,Moderate,Not too important,17dec2016 20:13:15,17dec2016 21:46:35
78214,Hillary Clinton,90,20,91,95,89,80,81,75,90,97,1,82,82,32,0,Not at all confident,Yes,No,Lean Democrat,Very liberal,Very important,06dec2016 06:57:32,06dec2016 13:17:12
11218,Hillary Clinton,51,50,50,50,50,51,0,50,50,1,1,90,50,50,0,Very confident,No,No,Independent,Moderate,Not at all important,08dec2016 11:04:03,08dec2016 11:23:52
20020,Donald Trump,95,95,95,95,25,95,95,25,75,50,22,50,95,75,25,Somewhat confident,No,No,Independent,Not sure,Very important,05dec2016 18:14:32,05dec2016 18:58:56
10032,Hillary Clinton,94,93,95,95,97,91,97,72,95,99,0,99,50,25,28,Not too confident,Yes,Yes,Strong Democrat,Moderate,Not too important,03dec2016 17:38:53,03dec2016 18:03:45
30021,Hillary Clinton,50,NA,95,100,29,NA,NA,68,100,NA,NA,100,NA,54,NA,Not at all confident,No,Yes,Not very strong Democrat,Liberal,Not at all important,05dec2016 12:08:24,05dec2016 12:31:15
97478,Donald Trump,100,100,100,100,51,99,100,NA,51,NA,38,53,NA,100,51,Somewhat confident,Yes,Yes,Lean Republican,Conservative,Very important,08dec2016 10:57:39,08dec2016 11:20:30
5661,Hillary Clinton,52,50,52,50,53,53,50,83,79,50,21,100,99,51,1,Not too confident,Yes,No,Lean Democrat,Very liberal,Not too important,21dec2016 18:40:43,21dec2016 19:07:06
85757,Other,76,66,92,80,72,78,100,31,71,22,16,46,77,99,25,Very confident,Yes,Yes,Lean Republican,Conservative,Very important,09dec2016 16:53:56,09dec2016 17:27:32
44260,Donald Trump,63,70,59,75,40,88,64,50,61,0,5,60,59,91,66,Somewhat confident,Yes,No,Independent,Very conservative,Very important,03dec2016 16:17:06,03dec2016 16:36:05
16601,Donald Trump,93,94,88,94,41,93,94,19,62,3,33,19,33,88,71,Somewhat confident,No,No,Not very strong Republican,Conservative,Not too important,04dec2016 07:20:34,04dec2016 08:03:59
16137,Hillary Clinton,88,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,99,59,NA,Not too confident,Yes,No,Strong Democrat,Moderate,Not too important,07dec2016 20:26:57,07dec2016 21:02:56
20169,Donald Trump,50,50,50,50,0,50,0,50,50,0,0,50,25,50,0,Very confident,Yes,No,Independent,Moderate,Not at all important,07dec2016 18:49:11,07dec2016 19:07:24
60045,Hillary Clinton,81,73,76,81,78,100,51,81,69,87,27,79,93,47,3,Somewhat confident,Yes,Yes,Lean Democrat,Very liberal,Not at all important,10dec2016 05:45:08,10dec2016 06:06:35
92128,Donald Trump,90,90,90,90,26,90,26,10,50,1,50,26,2,100,NA,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Not at all important,08dec2016 06:22:34,08dec2016 06:43:15
28023,Donald Trump,28,100,1,14,1,79,100,8,1,2,1,1,39,98,48,Very confident,Yes,Yes,Lean Republican,Moderate,Very important,15dec2016 22:24:32,15dec2016 22:49:07
45202,Hillary Clinton,99,98,100,100,51,100,100,82,100,50,97,96,100,88,NA,Somewhat confident,Yes,Yes,Strong Democrat,Not sure,Not too important,08dec2016 07:07:54,08dec2016 07:39:16
84103,Hillary Clinton,100,77,100,100,100,100,91,66,100,100,56,96,82,76,6,Very confident,No,No,Lean Democrat,Moderate,Very important,04dec2016 06:19:07,04dec2016 06:34:48
29063,Hillary Clinton,98,52,100,98,98,98,49,78,100,98,3,99,97,50,0,Very confident,No,No,Strong Democrat,Liberal,Very important,03dec2016 21:25:06,03dec2016 21:41:21
35801,Donald Trump,91,90,84,89,41,87,82,28,51,2,46,79,3,95,1,Somewhat confident,No,Yes,Not very strong Republican,Conservative,Not at all important,02dec2016 16:05:58,02dec2016 16:25:13
22044,Hillary Clinton,75,75,75,75,69,75,70,69,75,52,30,75,69,52,1,Somewhat confident,Yes,No,Strong Democrat,Liberal,Not at all important,04dec2016 09:06:27,04dec2016 09:55:52
78602,Hillary Clinton,70,90,86,66,9,80,95,70,55,46,31,11,40,90,NA,Somewhat confident,Yes,No,Not very strong Republican,Conservative,Somewhat important,13dec2016 06:07:58,13dec2016 06:40:08
34207,Donald Trump,79,78,76,79,28,82,50,83,77,28,52,91,40,99,31,Somewhat confident,Yes,No,Lean Republican,Conservative,Not at all important,10dec2016 05:41:56,10dec2016 06:06:31
77339,Hillary Clinton,83,NA,84,82,78,NA,97,56,70,NA,12,NA,69,80,3,Somewhat confident,Yes,Yes,Strong Democrat,Moderate,Not too important,04dec2016 12:03:56,04dec2016 12:25:29
94530,Donald Trump,94,95,78,86,79,96,100,39,79,28,79,48,44,90,NA,Somewhat confident,NA,Yes,Strong Republican,Conservative,Somewhat important,08dec2016 11:53:38,08dec2016 12:27:12
7405,Donald Trump,NA,100,NA,43,NA,47,83,NA,34,NA,79,NA,100,91,55,Very confident,Yes,No,Strong Republican,Conservative,Somewhat important,18dec2016 19:05:43,18dec2016 19:29:40
3835,Donald Trump,96,91,90,90,11,100,91,2,12,3,32,3,1,97,50,Somewhat confident,Yes,Yes,Strong Republican,Very conservative,Very important,07dec2016 16:44:57,07dec2016 17:08:13
32578,Hillary Clinton,71,80,81,60,70,60,21,71,80,50,3,50,50,50,1,Somewhat confident,No,Yes,Lean Democrat,Moderate,Not at all important,03dec2016 15:39:25,03dec2016 16:01:46
70791,Hillary Clinton,79,70,70,80,50,80,81,50,61,22,50,70,80,100,3,Somewhat confident,Yes,Yes,Strong Democrat,Moderate,Very important,12dec2016 05:43:22,12dec2016 05:58:41
34744,Hillary Clinton,50,50,100,50,50,50,51,53,50,50,5,50,50,85,52,Not too confident,Yes,Yes,Not very strong Democrat,Liberal,Somewhat important,06dec2016 16:05:53,06dec2016 16:29:45
28269,Hillary Clinton,100,76,100,91,96,96,50,100,100,100,15,100,73,NA,1,Somewhat confident,Yes,Yes,Lean Democrat,Very liberal,Not too important,05dec2016 20:30:49,05dec2016 20:44:49
7024,Hillary Clinton,62,73,65,NA,44,84,89,63,82,NA,68,67,18,59,73,Not too confident,No,No,Not very strong Republican,Moderate,Somewhat important,06dec2016 07:35:21,06dec2016 07:51:47
7735,Gary Johnson,75,75,77,73,60,75,50,77,60,12,73,15,37,73,14,Somewhat confident,No,No,Lean Republican,Conservative,Not too important,09dec2016 12:42:11,09dec2016 13:06:36
19072,Hillary Clinton,90,97,85,91,89,90,94,88,93,10,3,87,94,89,5,Somewhat confident,No,No,Independent,Not sure,Very important,14dec2016 11:42:56,14dec2016 11:59:20
43613,Hillary Clinton,69,80,70,81,51,80,80,76,80,51,21,51,91,96,49,Very confident,Yes,Yes,Not very strong Democrat,Moderate,Not at all important,13dec2016 09:06:09,13dec2016 09:24:56
49512,Hillary Clinton,81,81,81,80,66,81,81,82,80,90,32,78,89,78,12,Very confident,No,No,Lean Democrat,Moderate,Not too important,18dec2016 10:48:50,18dec2016 11:13:21
45239,Donald Trump,70,70,70,70,31,70,70,52,50,2,70,51,40,100,NA,Somewhat confident,Yes,Yes,Not very strong Republican,Conservative,Not too important,18dec2016 20:30:30,18dec2016 21:31:45
97303,Donald Trump,97,92,61,82,28,84,93,28,62,13,52,45,39,94,85,Very confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,02dec2016 18:34:17,02dec2016 18:50:46
53218,Hillary Clinton,82,44,100,100,100,100,56,100,100,7,0,100,NA,51,1,Not at all confident,No,Yes,Strong Democrat,Liberal,Very important,13dec2016 16:53:49,13dec2016 17:09:14
39206,Hillary Clinton,100,100,100,100,100,100,100,100,100,100,63,100,72,100,NA,Somewhat confident,Yes,No,Strong Democrat,Moderate,Very important,13dec2016 13:41:44,13dec2016 14:38:54
48326,Donald Trump,80,80,80,70,40,80,80,30,80,6,70,80,50,90,80,Very confident,No,No,Strong Republican,Very conservative,Very important,10dec2016 09:27:01,10dec2016 09:45:52
80117,Donald Trump,64,76,52,77,16,77,78,49,26,10,50,27,5,76,50,Somewhat confident,Yes,Yes,Strong Republican,Very conservative,Not too important,03dec2016 17:07:20,03dec2016 17:34:23
27601,Other,78,59,84,79,75,81,58,66,63,56,38,93,60,58,2,Very confident,Yes,Yes,Independent,Moderate,Not too important,04dec2016 05:06:39,04dec2016 05:42:38
4074,Donald Trump,81,80,71,80,49,100,90,NA,80,51,32,87,80,89,NA,Somewhat confident,Yes,Yes,Lean Republican,Conservative,Somewhat important,12dec2016 14:25:11,12dec2016 14:51:59
11222,Hillary Clinton,80,75,90,95,71,100,25,70,91,70,10,91,75,75,0,Somewhat confident,No,No,Strong Democrat,Very liberal,Not at all important,11dec2016 12:19:30,11dec2016 12:34:23
98370,Hillary Clinton,73,87,59,69,89,79,91,66,79,NA,6,79,58,92,0,Not too confident,Yes,Yes,Lean Democrat,Very liberal,Very important,12dec2016 12:42:10,12dec2016 15:06:18
27604,Hillary Clinton,42,97,84,55,41,92,57,90,89,11,11,100,74,90,NA,Very confident,Yes,Yes,Strong Democrat,Moderate,Somewhat important,06dec2016 04:08:23,06dec2016 04:21:58
30033,Other,98,97,94,99,51,51,2,100,6,94,1,100,74,93,0,Not at all confident,Yes,Yes,Not very strong Democrat,Liberal,Not at all important,04dec2016 09:49:25,04dec2016 10:05:39
97498,Donald Trump,82,91,87,91,66,79,91,77,82,56,73,89,54,94,NA,Somewhat confident,No,No,Not very strong Republican,Moderate,Not too important,07dec2016 16:18:13,07dec2016 17:14:49
92154,Donald Trump,81,79,79,90,31,91,89,50,41,70,41,69,32,80,NA,Not too confident,Yes,No,Strong Republican,Conservative,Very important,12dec2016 23:05:04,12dec2016 23:25:31
62204,Hillary Clinton,97,78,80,73,69,76,80,71,88,88,51,100,51,91,41,Somewhat confident,Yes,Yes,Strong Democrat,Moderate,Not too important,07dec2016 17:26:17,07dec2016 17:47:09
48413,Donald Trump,50,51,50,50,50,51,51,31,51,4,45,50,21,94,21,Very confident,Yes,Yes,Strong Republican,Moderate,Somewhat important,06dec2016 13:28:12,06dec2016 13:48:27
17331,Donald Trump,68,93,51,34,9,97,98,87,12,0,44,69,79,100,40,Somewhat confident,Yes,No,Lean Republican,Conservative,Very important,06dec2016 13:56:52,06dec2016 16:08:40
19512,Donald Trump,85,85,85,85,60,85,85,5,84,1,50,85,25,95,1,Very confident,No,No,Independent,Moderate,Very important,09dec2016 16:49:54,09dec2016 17:05:48
21087,Hillary Clinton,100,94,92,99,68,100,96,96,84,88,47,99,99,95,41,Very confident,Yes,Yes,Strong Democrat,Liberal,Somewhat important,08dec2016 04:55:04,08dec2016 05:09:03
47362,Donald Trump,80,81,77,74,40,80,89,10,50,9,50,3,9,90,3,Somewhat confident,Yes,No,Strong Republican,Very conservative,Very important,09dec2016 14:24:49,09dec2016 14:45:01
93030,Hillary Clinton,70,80,71,99,80,50,1,90,69,1,1,69,100,41,1,Somewhat confident,Yes,Yes,Lean Democrat,Moderate,Not at all important,09dec2016 12:54:41,09dec2016 13:08:57
30259,Donald Trump,24,75,21,16,1,25,27,1,1,1,18,1,1,77,2,Very confident,Yes,No,Strong Republican,Very conservative,Very important,06dec2016 17:37:29,06dec2016 18:17:45
11763,Hillary Clinton,70,62,65,59,62,57,63,74,56,67,39,81,28,85,50,Not too confident,Yes,No,Not very strong Democrat,Moderate,Somewhat important,10dec2016 18:32:18,10dec2016 18:51:14
11235,Hillary Clinton,100,100,100,100,100,100,100,100,100,95,31,100,99,46,0,Not at all confident,Yes,Yes,Not very strong Democrat,Liberal,Not at all important,09dec2016 09:29:05,09dec2016 09:49:15
6365,Hillary Clinton,90,91,99,99,89,99,81,99,99,69,1,82,78,100,2,Not at all confident,Yes,Yes,Strong Democrat,Moderate,Somewhat important,03dec2016 15:54:32,03dec2016 16:13:47
98282,Hillary Clinton,50,50,50,50,41,50,41,50,50,40,1,50,42,90,1,Not too confident,Yes,Yes,Not very strong Democrat,Moderate,Not at all important,08dec2016 06:02:07,08dec2016 06:34:13
58103,Other,84,76,86,75,56,79,97,67,51,81,13,30,99,96,50,Somewhat confident,No,No,Strong Democrat,Liberal,Somewhat important,12dec2016 08:42:36,12dec2016 08:56:35
52235,Hillary Clinton,90,91,92,91,90,90,91,90,90,90,6,91,89,90,0,Very confident,Yes,Yes,Lean Democrat,Very liberal,Not at all important,02dec2016 14:26:37,02dec2016 14:51:00
91780,Donald Trump,100,100,100,100,78,100,100,19,45,NA,100,100,NA,100,95,Not too confident,No,No,Strong Republican,Conservative,Not at all important,06dec2016 18:22:29,06dec2016 18:46:47
33004,Donald Trump,NA,89,51,90,1,78,91,1,48,1,51,38,2,96,77,Somewhat confident,No,No,Independent,Moderate,Not too important,15dec2016 13:10:31,15dec2016 19:43:38
30047,Donald Trump,64,50,3,31,3,10,54,2,2,34,50,1,53,50,50,Very confident,No,No,Lean Republican,Conservative,Somewhat important,04dec2016 12:16:06,04dec2016 12:31:24
60025,Hillary Clinton,100,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,Not too confident,NA,No,Strong Democrat,Not sure,Very important,06dec2016 13:41:44,06dec2016 13:54:18
72704,Donald Trump,99,100,91,89,27,99,100,30,50,1,89,79,6,99,50,Very confident,Yes,No,Strong Republican,Very conservative,Very important,03dec2016 17:00:52,03dec2016 17:31:02
97068,Hillary Clinton,62,40,55,2,51,97,1,98,52,10,2,70,100,2,1,Not at all confident,No,Yes,Strong Democrat,Liberal,Not too important,03dec2016 23:35:02,04dec2016 00:08:29
26757,Hillary Clinton,100,100,100,100,100,100,100,100,75,100,80,100,100,100,0,Not too confident,No,Yes,Strong Democrat,Conservative,Not at all important,21dec2016 14:20:29,21dec2016 14:45:27
85752,Donald Trump,97,97,97,97,95,97,94,50,95,1,80,89,31,99,10,Very confident,Yes,Yes,Not very strong Republican,Moderate,Not at all important,01dec2016 20:05:56,01dec2016 20:42:12
90045,Donald Trump,65,91,89,90,51,91,81,4,50,0,50,51,12,100,50,Very confident,No,No,Not very strong Republican,Conservative,Somewhat important,08dec2016 10:14:48,08dec2016 10:27:28
99709,Hillary Clinton,75,75,75,75,76,76,51,95,80,85,11,85,61,75,10,Not at all confident,Yes,No,Lean Democrat,Liberal,Not at all important,09dec2016 18:36:02,09dec2016 18:59:37
31302,Donald Trump,88,98,100,69,9,89,98,41,0,0,12,20,10,100,12,Very confident,Yes,Yes,Strong Republican,Conservative,Very important,05dec2016 17:29:08,05dec2016 17:47:08
44116,Hillary Clinton,83,84,81,84,80,86,91,83,78,31,27,98,50,97,2,Very confident,Yes,Yes,Not very strong Democrat,Liberal,Very important,12dec2016 17:38:18,12dec2016 17:54:55
23452,Donald Trump,66,66,66,71,42,52,70,20,67,9,10,64,41,91,70,Somewhat confident,Yes,Yes,Independent,Moderate,Somewhat important,04dec2016 03:20:16,04dec2016 03:41:09
30171,Donald Trump,79,82,51,51,50,79,91,50,66,38,51,86,44,80,52,Somewhat confident,NA,Yes,Lean Republican,Conservative,Somewhat important,08dec2016 17:33:35,08dec2016 18:07:08
48329,Donald Trump,90,91,90,90,81,90,90,18,76,31,91,5,91,91,NA,Very confident,Yes,No,Strong Republican,Very conservative,Very important,06dec2016 04:07:32,06dec2016 04:35:49
15601,Hillary Clinton,68,32,64,73,68,33,23,57,75,57,1,87,88,24,0,Not too confident,Yes,Yes,Strong Democrat,Liberal,Not at all important,09dec2016 14:41:59,09dec2016 15:01:59
60067,Donald Trump,48,79,57,74,25,57,74,40,40,9,41,50,20,58,59,Very confident,No,Yes,Not very strong Republican,Moderate,Not too important,09dec2016 23:16:56,09dec2016 23:47:13
74962,Donald Trump,50,51,50,51,39,77,97,40,50,30,50,16,42,79,51,Somewhat confident,No,Yes,Strong Republican,Conservative,Very important,08dec2016 02:04:25,08dec2016 02:45:46
34233,Donald Trump,51,51,51,52,0,53,51,1,0,0,0,0,0,53,NA,Very confident,NA,NA,Independent,Not sure,Not at all important,05dec2016 18:13:50,05dec2016 18:22:49
55417,Hillary Clinton,4,98,72,6,6,NA,70,98,6,5,6,72,54,72,5,Very confident,Yes,No,Strong Democrat,Very liberal,Somewhat important,04dec2016 15:23:49,04dec2016 15:45:38
94519,Hillary Clinton,81,71,80,77,81,84,69,80,78,84,51,81,83,76,83,Not too confident,No,Yes,Strong Democrat,Very liberal,Not too important,10dec2016 12:23:09,12dec2016 03:18:40
18824,Donald Trump,76,81,61,36,21,66,94,11,11,0,3,21,5,89,NA,Somewhat confident,Yes,No,Lean Republican,Conservative,Somewhat important,03dec2016 19:46:50,03dec2016 20:29:47
39153,Donald Trump,100,100,100,100,20,100,100,2,21,0,7,4,3,100,2,Very confident,No,Yes,Not very strong Republican,Conservative,Very important,08dec2016 06:17:05,08dec2016 06:38:59
50021,Hillary Clinton,62,79,57,52,40,95,99,42,50,40,51,99,47,99,50,Somewhat confident,Yes,Yes,Strong Democrat,Liberal,Very important,04dec2016 08:38:52,04dec2016 09:19:36
61611,Donald Trump,50,51,66,75,25,90,100,1,6,0,NA,0,51,100,50,Not at all confident,Yes,No,Strong Republican,Very conservative,Very important,02dec2016 20:46:50,02dec2016 21:10:50
50217,Hillary Clinton,50,100,3,51,50,50,31,50,1,51,0,51,4,50,51,Not at all confident,Yes,No,Not very strong Democrat,Moderate,Not at all important,04dec2016 01:56:27,04dec2016 02:09:23
23188,Hillary Clinton,76,51,75,75,76,98,6,49,76,51,1,100,80,76,1,Somewhat confident,Yes,Yes,Independent,Moderate,Not at all important,09dec2016 14:02:53,09dec2016 14:27:51
29078,Hillary Clinton,100,80,85,99,89,65,100,52,98,99,5,84,17,28,69,Not too confident,Yes,Yes,Strong Democrat,Liberal,Very important,04dec2016 05:27:23,04dec2016 05:50:32
97601,Hillary Clinton,95,95,95,95,50,95,50,100,95,95,0,95,100,95,0,Somewhat confident,Yes,Yes,Lean Democrat,Liberal,Not at all important,10dec2016 09:52:31,10dec2016 10:33:59
53045,Hillary Clinton,50,50,96,50,98,50,50,68,93,79,26,50,NA,52,NA,Not too confident,No,No,Not very strong Democrat,Moderate,Very important,08dec2016 21:37:41,08dec2016 21:55:53
4901,Hillary Clinton,50,79,52,51,46,87,90,77,39,30,18,28,68,89,30,Very confident,No,Yes,Independent,Moderate,Very important,04dec2016 03:08:58,04dec2016 03:29:12
7456,Donald Trump,53,100,100,100,NA,100,96,NA,25,NA,82,NA,NA,100,NA,Very confident,No,Yes,Strong Republican,Conservative,Very important,10dec2016 05:36:12,10dec2016 06:07:48
77577,Donald Trump,37,64,41,57,21,53,72,13,34,0,49,0,28,95,NA,Somewhat confident,No,No,Strong Republican,Very conservative,Very important,05dec2016 08:21:33,05dec2016 09:39:30
57501,Donald Trump,91,99,99,99,NA,100,99,50,91,0,52,0,26,100,NA,Somewhat confident,No,Yes,Independent,Very conservative,Somewhat important,05dec2016 04:32:33,05dec2016 05:25:21
84604,Donald Trump,90,100,81,85,51,90,100,50,60,5,41,50,31,96,75,Very confident,Yes,No,Strong Republican,Conservative,Very important,08dec2016 06:16:30,08dec2016 06:43:47
76571,Donald Trump,1,95,70,75,0,80,100,0,0,0,11,0,11,100,90,Somewhat confident,No,Yes,Strong Republican,Conservative,Somewhat important,09dec2016 14:29:29,09dec2016 14:56:29
85207,Other,90,93,91,99,86,90,93,56,81,6,50,87,74,98,NA,Very confident,No,No,Not very strong Republican,Conservative,Somewhat important,05dec2016 18:19:20,05dec2016 18:57:35
2351,Donald Trump,70,84,74,78,3,74,90,1,53,0,62,76,79,100,55,Very confident,No,No,Lean Republican,Moderate,Not too important,04dec2016 11:21:47,04dec2016 11:38:50
2351,Donald Trump,74,78,66,78,0,80,90,0,0,0,12,70,82,100,100,Very confident,No,No,Not very strong Republican,Moderate,Not too important,03dec2016 11:32:46,03dec2016 11:56:45
44720,Hillary Clinton,83,NA,86,75,69,86,84,87,89,79,49,81,49,92,1,Not too confident,NA,Yes,Strong Democrat,Moderate,Somewhat important,03dec2016 20:49:05,05dec2016 16:26:48
7731,Donald Trump,99,99,99,100,51,99,99,NA,35,NA,98,99,NA,98,NA,Very confident,No,Yes,Independent,Conservative,Somewhat important,09dec2016 13:20:41,09dec2016 13:46:43
23238,Donald Trump,78,48,50,100,13,52,89,6,24,NA,46,40,12,81,78,Not too confident,Yes,No,Not very strong Republican,Conservative,Somewhat important,02dec2016 16:22:56,02dec2016 16:39:35
7630,Donald Trump,48,81,53,62,50,92,92,8,47,0,41,70,27,99,33,Very confident,No,No,Strong Republican,Very conservative,Very important,09dec2016 20:32:32,09dec2016 20:50:34
93550,Hillary Clinton,52,71,66,54,20,71,69,56,81,55,49,30,59,80,20,Somewhat confident,Yes,Yes,Not very strong Republican,Conservative,Very important,02dec2016 15:50:34,02dec2016 16:19:00
48823,Other,99,51,100,99,99,96,98,53,100,30,53,99,28,92,5,Very confident,Yes,No,Lean Republican,Conservative,Very important,06dec2016 07:13:27,09dec2016 06:26:48
90247,Hillary Clinton,NA,100,NA,90,90,100,90,90,89,80,65,90,95,NA,1,Not too confident,No,Yes,Strong Democrat,Moderate,Not too important,09dec2016 14:39:39,09dec2016 15:05:34
93711,Hillary Clinton,58,77,75,78,NA,71,96,51,54,50,19,53,77,89,5,Not at all confident,Yes,Yes,Lean Democrat,Moderate,Not too important,13dec2016 22:13:24,13dec2016 22:55:22
48911,Gary Johnson,60,71,50,81,60,NA,50,15,50,10,50,50,20,81,10,Somewhat confident,Yes,No,Independent,Moderate,Not too important,09dec2016 13:11:20,09dec2016 13:33:33
75402,Hillary Clinton,95,75,100,100,92,100,87,70,75,66,20,100,55,75,0,Very confident,Yes,No,Not very strong Democrat,Liberal,Somewhat important,21dec2016 13:08:58,21dec2016 13:22:44
90605,Donald Trump,75,NA,NA,75,NA,80,NA,60,27,9,50,45,55,NA,NA,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Not too important,04dec2016 07:24:04,04dec2016 08:09:49
94505,Donald Trump,25,75,51,24,10,50,97,1,25,1,25,10,2,98,50,Somewhat confident,Yes,No,Strong Republican,Very conservative,Very important,06dec2016 18:18:02,06dec2016 18:35:50
33138,Donald Trump,25,96,29,65,8,97,98,7,19,3,79,11,8,100,80,Very confident,Yes,Yes,Strong Republican,Very conservative,Somewhat important,12dec2016 13:19:00,12dec2016 13:59:18
33068,Jill Stein,97,97,97,97,97,97,97,97,97,97,0,97,97,12,0,Not at all confident,No,Yes,Independent,Very liberal,Not at all important,08dec2016 09:59:41,08dec2016 10:41:50
68131,Hillary Clinton,85,80,56,49,52,76,55,84,52,86,70,70,65,51,29,Not too confident,Yes,Yes,Strong Democrat,Moderate,Somewhat important,09dec2016 14:15:57,09dec2016 14:55:11
91401,Hillary Clinton,NA,90,NA,NA,NA,42,NA,50,41,28,NA,NA,NA,75,80,Very confident,No,Yes,Strong Republican,Moderate,Not at all important,03dec2016 15:38:17,03dec2016 21:07:09
35068,Donald Trump,95,100,90,81,0,99,100,1,0,0,30,98,25,100,100,Somewhat confident,Yes,Yes,Lean Republican,Moderate,Somewhat important,04dec2016 15:53:25,04dec2016 16:27:56
30117,Donald Trump,75,97,94,95,98,81,50,52,6,4,51,80,NA,100,NA,Very confident,No,No,Not very strong Republican,Moderate,Not too important,02dec2016 17:21:47,02dec2016 17:41:58
14228,Donald Trump,90,80,90,21,31,90,90,50,30,0,80,89,6,100,90,Very confident,No,No,Strong Republican,Conservative,Not too important,09dec2016 09:15:23,09dec2016 09:28:24
89081,Hillary Clinton,90,100,100,100,50,50,90,75,90,100,50,90,100,100,75,Very confident,No,No,Strong Democrat,Moderate,Somewhat important,16dec2016 11:41:46,16dec2016 12:56:56
33331,Donald Trump,NA,NA,NA,NA,NA,NA,87,53,NA,10,49,NA,55,90,NA,Very confident,No,No,Lean Republican,Moderate,Very important,09dec2016 19:20:33,09dec2016 19:50:11
21701,Gary Johnson,51,51,81,51,50,90,91,70,66,48,30,56,71,80,21,Somewhat confident,Yes,No,Not very strong Republican,Moderate,Very important,04dec2016 06:19:49,04dec2016 06:35:27
48813,Hillary Clinton,79,100,100,100,100,99,100,100,100,100,77,100,54,100,13,Not too confident,Yes,No,Not very strong Republican,Very conservative,Very important,04dec2016 10:04:32,04dec2016 10:43:16
77845,Donald Trump,100,52,78,91,78,70,50,1,79,NA,25,50,NA,96,NA,Very confident,Yes,No,Lean Republican,Moderate,Somewhat important,03dec2016 16:48:32,03dec2016 17:17:45
19018,Hillary Clinton,83,97,67,93,92,89,98,100,99,14,1,99,68,90,1,Not too confident,Yes,Yes,Independent,Moderate,Very important,11dec2016 05:15:33,11dec2016 05:38:41
44312,Hillary Clinton,79,50,42,87,50,80,31,50,49,2,NA,100,76,100,1,Somewhat confident,Yes,No,Lean Democrat,Liberal,Not at all important,04dec2016 03:33:21,04dec2016 03:57:01
75022,Hillary Clinton,51,49,53,53,NA,53,NA,89,84,54,NA,51,NA,54,1,Not at all confident,Yes,No,Independent,Moderate,Not at all important,12dec2016 12:48:14,12dec2016 13:07:35
84075,Hillary Clinton,NA,76,25,48,13,99,44,29,27,4,24,78,28,NA,NA,Somewhat confident,Yes,Yes,Lean Republican,Moderate,Not at all important,09dec2016 16:35:04,09dec2016 16:49:06
63123,Donald Trump,79,100,100,88,37,100,100,42,28,1,65,60,23,100,NA,Very confident,Yes,No,Strong Republican,Conservative,Somewhat important,13dec2016 22:46:30,13dec2016 23:48:36
34741,Donald Trump,61,85,16,55,23,81,75,33,28,6,14,19,21,71,7,Very confident,Yes,No,Not very strong Republican,Conservative,Somewhat important,06dec2016 14:20:22,06dec2016 14:34:19
7088,Donald Trump,97,94,97,99,71,100,100,85,73,100,47,13,81,96,49,Somewhat confident,No,No,Lean Democrat,Conservative,Very important,06dec2016 09:51:41,08dec2016 12:25:58
98855,Donald Trump,75,77,90,94,57,94,93,41,74,41,50,62,40,72,30,Somewhat confident,Yes,No,Not very strong Republican,Conservative,Very important,10dec2016 09:11:11,10dec2016 10:11:51
78209,Donald Trump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very confident,NA,No,Lean Republican,Moderate,Very important,19dec2016 09:49:59,19dec2016 09:55:40
